cWed Feb  5 09:51:21 2020 [pid 2] CONNECT: Client "192.168.81.235"
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,197,195"
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "RETR upload.txt"
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "150 Opening BINARY mode data connection for upload.txt (40 bytes)."
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "192.168.8.240", "/home/crio-user/workspace/ftp_client/upload.txt", 40 bytes, 0.85Kbyte/sec
Wed Feb  5 10:47:35 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "226 Transfer complete."
Wed Feb  5 10:47:48 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,165,121"
Wed Feb  5 10:47:48 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:47:48 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "RETR download.txt"
Wed Feb  5 10:47:48 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "550 Failed to open file."
Wed Feb  5 10:47:48 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "192.168.8.240", "/home/crio-user/workspace/ftp_client/download.txt", 0.00Kbyte/sec
Wed Feb  5 10:47:57 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "CWD ~/workspace/ftp_server"
Wed Feb  5 10:47:57 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "250 Directory successfully changed."
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "TYPE A"
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 Switching to ASCII mode."
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,173,3"
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "LIST"
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "150 Here comes the directory listing."
Wed Feb  5 10:50:01 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "226 Directory send OK."
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "TYPE I"
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 Switching to Binary mode."
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,224,189"
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "STOR upload.txt"
Wed Feb  5 10:50:06 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "550 Permission denied."
Wed Feb  5 10:55:06 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "421 Timeout."
Wed Feb  5 10:57:36 2020 [pid 2] CONNECT: Client "192.168.8.240"
Wed Feb  5 10:57:36 2020 [pid 2] FTP response: Client "192.168.8.240", "220 (vsFTPd 3.0.3)"
Wed Feb  5 10:57:40 2020 [pid 2] FTP command: Client "192.168.8.240", "USER crio-user"
Wed Feb  5 10:57:40 2020 [pid 2] [crio-user] FTP response: Client "192.168.8.240", "331 Please specify the password."
Wed Feb  5 10:57:46 2020 [pid 2] [crio-user] FTP command: Client "192.168.8.240", "PASS <password>"
Wed Feb  5 10:57:46 2020 [pid 1] [crio-user] OK LOGIN: Client "192.168.8.240"
Wed Feb  5 10:57:46 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "230 Login successful."
Wed Feb  5 10:57:46 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "SYST"
Wed Feb  5 10:57:46 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "215 UNIX Type: L8"
Wed Feb  5 10:57:48 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "TYPE I"
Wed Feb  5 10:57:48 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 Switching to Binary mode."
Wed Feb  5 10:58:13 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "CWD ~/workspace/ftp_server/"
Wed Feb  5 10:58:13 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "250 Directory successfully changed."
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "TYPE A"
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 Switching to ASCII mode."
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,174,149"
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "LIST"
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "150 Here comes the directory listing."
Wed Feb  5 10:58:15 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "226 Directory send OK."
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "TYPE I"
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 Switching to Binary mode."
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,233,189"
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "STOR upload.txt"
Wed Feb  5 10:58:26 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "550 Permission denied."
Wed Feb  5 10:58:48 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,200,145"
Wed Feb  5 10:58:48 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:58:48 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "STOR /home/crio-user/workspace/ftp_client/upload.txt"
Wed Feb  5 10:58:48 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "550 Permission denied."
Wed Feb  5 10:58:57 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "PORT 192,168,8,240,192,141"
Wed Feb  5 10:58:57 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "200 PORT command successful. Consider using PASV."
Wed Feb  5 10:58:57 2020 [pid 3] [crio-user] FTP command: Client "192.168.8.240", "STOR upload.txt"
Wed Feb  5 10:58:57 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "550 Permission denied."
Wed Feb  5 11:00:09 2020 [pid 2] CONNECT: Client "127.0.0.1"
Wed Feb  5 11:00:09 2020 [pid 2] FTP response: Client "127.0.0.1", "220 (vsFTPd 3.0.3)"
Wed Feb  5 11:00:13 2020 [pid 2] FTP command: Client "127.0.0.1", "USER crio-user"
Wed Feb  5 11:00:13 2020 [pid 2] [crio-user] FTP response: Client "127.0.0.1", "331 Please specify the password."
Wed Feb  5 11:00:20 2020 [pid 2] [crio-user] FTP command: Client "127.0.0.1", "PASS <password>"
Wed Feb  5 11:00:20 2020 [pid 1] [crio-user] OK LOGIN: Client "127.0.0.1"
Wed Feb  5 11:00:21 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "230 Login successful."
Wed Feb  5 11:00:21 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "SYST"
Wed Feb  5 11:00:21 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "215 UNIX Type: L8"
Wed Feb  5 11:00:23 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:00:23 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:01:01 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "CWD ~/workspace/ftp_client"
Wed Feb  5 11:01:01 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "250 Directory successfully changed."
Wed Feb  5 11:01:39 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,128,97"
Wed Feb  5 11:01:39 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:01:39 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "RETR download.txt"
Wed Feb  5 11:01:39 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "550 Failed to open file."
Wed Feb  5 11:01:39 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "127.0.0.1", "/home/crio-user/workspace/ftp_client/download.txt", 0.00Kbyte/sec
Wed Feb  5 11:03:57 2020 [pid 3] [crio-user] FTP response: Client "192.168.8.240", "421 Timeout."
Wed Feb  5 11:06:40 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "421 Timeout."
Wed Feb  5 11:10:33 2020 [pid 2] CONNECT: Client "192.168.8.240"
Wed Feb  5 11:10:33 2020 [pid 2] FTP response: Client "192.168.8.240", "220 (vsFTPd 3.0.3)"
Wed Feb  5 11:10:37 2020 [pid 2] CONNECT: Client "127.0.0.1"
Wed Feb  5 11:10:37 2020 [pid 2] FTP response: Client "127.0.0.1", "220 (vsFTPd 3.0.3)"
Wed Feb  5 11:10:40 2020 [pid 2] FTP command: Client "127.0.0.1", "USER crio-user"
Wed Feb  5 11:10:40 2020 [pid 2] [crio-user] FTP response: Client "127.0.0.1", "331 Please specify the password."
Wed Feb  5 11:10:49 2020 [pid 2] [crio-user] FTP command: Client "127.0.0.1", "PASS <password>"
Wed Feb  5 11:10:49 2020 [pid 1] [crio-user] OK LOGIN: Client "127.0.0.1"
Wed Feb  5 11:10:49 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "230 Login successful."
Wed Feb  5 11:10:49 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "SYST"
Wed Feb  5 11:10:49 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "215 UNIX Type: L8"
Wed Feb  5 11:10:51 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:10:51 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:12:10 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "CWD ~/workspace/ftp_client"
Wed Feb  5 11:12:10 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "250 Directory successfully changed."
Wed Feb  5 11:12:17 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,172,101"
Wed Feb  5 11:12:17 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:12:17 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "STOR download.txt"
Wed Feb  5 11:12:17 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "550 Permission denied."
Wed Feb  5 11:12:33 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "CWD ~/workspace/ftp_server"
Wed Feb  5 11:12:33 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "250 Directory successfully changed."
Wed Feb  5 11:12:42 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,211,239"
Wed Feb  5 11:12:42 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:12:42 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "STOR upload.txt"
Wed Feb  5 11:12:42 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "550 Permission denied."
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,185,253"
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "RETR download.txt"
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Opening BINARY mode data connection for download.txt (40 bytes)."
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] OK DOWNLOAD: Client "127.0.0.1", "/home/crio-user/workspace/ftp_server/download.txt", 40 bytes, 0.72Kbyte/sec
Wed Feb  5 11:12:52 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Transfer complete."
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE A"
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to ASCII mode."
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,129,155"
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "LIST"
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Here comes the directory listing."
Wed Feb  5 11:13:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Directory send OK."
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,171,189"
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "STOR upload.txt"
Wed Feb  5 11:13:53 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "550 Permission denied."
Wed Feb  5 11:15:02 2020 [pid 2] CONNECT: Client "127.0.0.1"
Wed Feb  5 11:15:03 2020 [pid 2] FTP response: Client "127.0.0.1", "220 (vsFTPd 3.0.3)"
Wed Feb  5 11:15:11 2020 [pid 2] FTP command: Client "127.0.0.1", "USER crio-user"
Wed Feb  5 11:15:11 2020 [pid 2] [crio-user] FTP response: Client "127.0.0.1", "331 Please specify the password."
Wed Feb  5 11:15:15 2020 [pid 2] [crio-user] FTP command: Client "127.0.0.1", "PASS <password>"
Wed Feb  5 11:15:15 2020 [pid 1] [crio-user] OK LOGIN: Client "127.0.0.1"
Wed Feb  5 11:15:15 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "230 Login successful."
Wed Feb  5 11:15:15 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "SYST"
Wed Feb  5 11:15:15 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "215 UNIX Type: L8"
Wed Feb  5 11:15:17 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:15:17 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE A"
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to ASCII mode."
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,227,179"
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "LIST"
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Here comes the directory listing."
Wed Feb  5 11:15:19 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Directory send OK."
Wed Feb  5 11:15:34 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "CWD ~/workspace/ftp_client/"
Wed Feb  5 11:15:34 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "250 Directory successfully changed."
Wed Feb  5 11:15:35 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,158,113"
Wed Feb  5 11:15:35 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:15:35 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "LIST"
Wed Feb  5 11:15:35 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Here comes the directory listing."
Wed Feb  5 11:15:35 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Directory send OK."
Wed Feb  5 11:15:47 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:15:47 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,180,247"
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "STOR download.txt"
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Ok to send data."
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] OK UPLOAD: Client "127.0.0.1", "/home/crio-user/workspace/ftp_client/download.txt", 40 bytes, 1.35Kbyte/sec
Wed Feb  5 11:15:48 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Transfer complete."
Wed Feb  5 11:16:12 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "CWD ~/workspace/ftp_server/"
Wed Feb  5 11:16:12 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "250 Directory successfully changed."
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE A"
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to ASCII mode."
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,143,253"
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "LIST"
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Here comes the directory listing."
Wed Feb  5 11:16:14 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Directory send OK."
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "TYPE I"
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 Switching to Binary mode."
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "PORT 127,0,0,1,180,85"
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "200 PORT command successful. Consider using PASV."
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "STOR upload.txt"
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "150 Ok to send data."
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] OK UPLOAD: Client "127.0.0.1", "/home/crio-user/workspace/ftp_server/upload.txt", 40 bytes, 1.15Kbyte/sec
Wed Feb  5 11:16:22 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "226 Transfer complete."
Wed Feb  5 11:18:54 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "421 Timeout."
Wed Feb  5 11:21:22 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "421 Timeout."
Wed Feb  5 11:46:32 2020 [pid 2] CONNECT: Client "127.0.0.1"
Wed Feb  5 11:46:32 2020 [pid 2] FTP response: Client "127.0.0.1", "220 (vsFTPd 3.0.3)"
Wed Feb  5 11:46:36 2020 [pid 2] FTP command: Client "127.0.0.1", "USER crio-user"
Wed Feb  5 11:46:36 2020 [pid 2] [crio-user] FTP response: Client "127.0.0.1", "331 Please specify the password."
Wed Feb  5 11:46:41 2020 [pid 2] [crio-user] FTP command: Client "127.0.0.1", "PASS <password>"
Wed Feb  5 11:46:41 2020 [pid 1] [crio-user] OK LOGIN: Client "127.0.0.1"
Wed Feb  5 11:46:41 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "230 Login successful."
Wed Feb  5 11:46:41 2020 [pid 3] [crio-user] FTP command: Client "127.0.0.1", "SYST"
Wed Feb  5 11:46:41 2020 [pid 3] [crio-user] FTP response: Client "127.0.0.1", "215 UNIX Type: L8"
